balanced_accuracy,f1_score,precision,recall,model,dataset
0.9210620142719128,0.9217591041776332,0.9134971070852699,0.9301719142360441,CharCNN,simple
0.9082764405352697,0.9130673499267936,0.8675013041210224,0.9636855321614834,CharCNN,lemmatized
0.9185041834188477,0.9196649533599848,0.9065490711202853,0.9331659262120919,CharCNN,stemmed
